,burm,en
247,နိုင်ငံများအားလုံး၊ ဖွံ့ဖြိုးဆဲကျွန်းငယ်နိုင်ငံများ၊ ဖွံ့ဖြိုးမှု နိမ့်ပါးသောနိုင်ငံများတွင် လုပ်ဆောင်သော ရေရှည်တည်တံ့ခိုင်မြဲသည့် ငါးဖမ်းမှုများကို ပြည်တွင်းအသားတင်ကုန်ထုတ်လုပ်မှု (GDP)ပေါ် အခြေခံ၍ ဖော်ပြခြင်း,"Sustainable fisheries as a proportion of GDP in small island developing States, least developed countries and all countries"
248,အဏ္ဏဝါနည်းပညာများကို သုတေသနပြုလုပ်ရန်အတွက် ခွဲတမ်းချထားသော သုတေသန ခန့်မှန်းခြေအသုံးစရိတ်စုစုပေါင်း အချိုးအစား,Proportion of total research budget allocated to research in the field of marine technology
249,ငါးဖမ်းလုပ်ငန်းငယ်များ၏ အခွင့်အရေးကို အသိအမှတ်ပြုပြီး ကာကွယ်သော ဥပဒေ၊ လုပ်ထုံးလုပ်နည်း၊ မူဝါဒ၊ အဖွဲ့အစည်းဆိုင်ရာမူဘောင်ကို အသုံးချမှုတွင် နိုင်ငံအသီးသီး၏ တိုးတက်မှုပမာဏ။,Progress by countries in the degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale Fisheries
250,ကုလသမဂ္ဂ၏ ရေကြောင်းဥပဒေဆိုင်ရာ ပဋိဉာဉ်စာတမ်းတွင် ပါရှိသည့်အတိုင်း နိုင်ငံတကာ ဥပဒေ၊ မူဝါဒနှင့် အဖွဲ့အစည်းဆိုင်ရာ မူဘောင်များကို အသုံးပြု၍ သမုဒ္ဒရာများနှင့် ၎င်းတို့၏သယံဇာတများကို ထိန်းသိမ်းပြီး ရေရှည်တည်တံ့ခိုင်မြဲအောင် အသုံးပြုရေးခြင်း လုပ်ငန်းများကို အတည်ပြုခြင်း၊ လက်ခံခြင်း၊ အကောင်အထည်ဖော်ခြင်းများတွင် တိုးတက်မှုရှိသော နိုင်ငံအရေအတွက်။,"Number of countries making progress in ratifying, accepting and implementing through legal, policy and institutional frameworks, ocean-related instruments that implement international law, as reflected in the United Nations Convention on the Law of the Sea, for the conservation and sustainable use of the oceans and their resources"
251,သစ်တောဧရိယာအချိုးအစားကို မြေဧရိယာစုစုပေါင်းပေါ် အခြေခံ၍ ဖော်ပြခြင်း,Forest area as a proportion of total land area
252,"ဂေဟစနစ်အမျိုးအစားအရ ကာကွယ်ထိန်းသိမ်းထားသော ဒေသများရှိ ကုန်းနေရေနေ ဇီဝမျိုးကွဲများအတွက် ထားရှိသော အရေးပါသည့် နယ်မြေအချိုးအစား။  ","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type"
253,သစ်တောများကို ‌ရေရှည်တည်တံ့အောင် စီမံခန့်ခွဲမှုပြုလုပ်နိုင်ခြင်းအတွက် တိုးတက်မှု,Progress towards sustainable forest management
254,မြေဆီလွှာပျက်စီးဆုံးရှုံးမှုဖြစ်ပွားသော မြေဧရိယာအချိုးအစားကို မြေဧရိယာစုစုပေါင်းပေါ် အခြေခံ၍ ဖော်ပြခြင်း,Proportion of land that is degraded over total land area
255,တောတောင်ဇီဝမျိုးစုံမျိုးကွဲများအတွက် အရေးကြီးသော နေရာများအဖြစ် ကာကွယ်ထိန်းသိမ်းထားသော ဧရိယာ ဖုံးလွှမ်းမှု,Coverage by protected areas of important sites for mountain biodiversity
256,တောတောင် အစိမ်းရောင်ဖုံးလွှမ်းမှု ညွှန်းကိန်း,Mountain Green Cover Index
257,အနီရောင်စာရင်းညွှန်းကိန်း,Red List Index
258,အကျိုးခံစားခွင့်များကို တရားမျှတစွာ သာတူညီမျှ ရရှိရေးအတွက် ဥပဒေပိုင်းဆိုင်ရာ၊ အုပ်ချုပ်မှုပိုင်းဆိုင်ရာနှင့် မူဝါဒပိုင်းဆိုင်ရာမူဘောင်များကို လက်ခံကျင့်သုံးကြသော နိုင်ငံအရေအတွက်,"Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits"
